# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
5511         1   28122252   28188183     47       2  31515       1.4043    2.2204e-16       1.4043
9473         1   28164055   28223196     86       8  31332       1.0559    2.2204e-16       1.0559
6118         1   28208035   28276255    128       9  31614      -0.5774    2.2204e-16      -0.5774
27293        1   28226456   28295663    116      11  31821     -0.61196    2.2204e-16     -0.61196
55113        1   28251504   28304604     88      12  31813     -0.48784    2.7756e-16     -0.48784
2140         1   28286855   28450173    173      13  31686      -0.9438    2.2204e-16      -0.9438
5724         1   28463677   28555447     58       3  31836    -0.082826    2.6368e-16    -0.082826
22826        1   28516789   28594542    109       2  31756     -0.16038    2.7756e-16     -0.16038
93974        1   28527602   28574616     68       1  31840     0.033439    2.7062e-16     0.033439
83667        1   28550963   28619002     85       2  31734     -0.35958    2.7756e-16     -0.35958
54797        1   28620513   28672478     29       4  31844      0.64345    2.2204e-16      0.64345
65979        1   28661093   28836881    246       3  31822     -0.75303    2.2204e-16     -0.75303
1104         1   28797455   28875708     46       1  31794      -1.0247    2.2204e-16      -1.0247
54952        1   28844529   28915057     47       1  31844     -0.74999    2.2204e-16     -0.74999
115273       1   28883712   28931098     24       1  31844     -0.39009    2.7756e-16     -0.39009
6883         1   28919608   29010416     49       3  31763      0.37964    2.7756e-16      0.37964
10691        1   28960234   29052115     66       3  31754    -0.064646    2.6368e-16    -0.064646
51441        1   29028133   29106287     63       2  31812     -0.39032    2.7756e-16     -0.39032
4985         1   29103654   29200208    121      11  31822     -0.55099    2.2204e-16     -0.55099
2035         1   29178603   29456558    220      13  31706       1.0799    2.2204e-16       1.0799
399474       1   29435937   29485421     57       6  31648       2.0226    4.4409e-16       2.0226
6429         1   29464250   29543637     90       6  31361       1.8937    2.2204e-16       1.8937
51102        1   29509385   29592460    116       7  31377       1.6444    2.2204e-16       1.6444
10076        1   29528028   29663325    134      13  31441       1.8964    2.2204e-16       1.8964
4146         1   31174124   31231432    157      16  31679     -0.16443    2.7756e-16     -0.16443
7805         1   31195315   31265683    107      21  31808      0.58584    2.2204e-16      0.58584
9672         1   31332313   31416480    103      22  31793    -0.075125    2.6368e-16    -0.075125
9698         1   31394353   31573838    177       6  31658    -0.042005    2.7062e-16    -0.042005
79570        1   31642592   31747734    318      20  31674     0.019613    2.7062e-16     0.019613
9410         1   31722415   31804644    185      11  31696      0.48124    2.7756e-16      0.48124
51538        1   31734832   31848569    231      13  31765      0.30046    2.7756e-16      0.30046
2170         1   31828100   31880923    158      10  31377     -0.69593    2.2204e-16     -0.69593
347735       1   31847412   31917527    241      15  31272     -0.93953    2.2204e-16     -0.93953
64129        1   32007086   32063290    106      19  31704      -1.2651    2.2204e-16      -1.2651
3061         1   32048290   32103214     64       4  31798      0.48163    2.7756e-16      0.48163
553115       1   32085463   32145838     82       8  31567       1.6057    2.2204e-16       1.6057
1307         1   32107848   32204768    138      21  31133       2.5314    4.4409e-16       2.5314
576          1   32182718   32265494     58      11  30428       1.7717    2.2204e-16       1.7717
90853        1   32246023   32316630     46      11  30913        1.732    2.2204e-16        1.732
8073         1   32362022   32438988     36       3  31762       1.0914    2.2204e-16       1.0914
10657        1   32444295   32536460     36       3  31399      0.63419    2.2204e-16      0.63419
55116        1   32503503   32578467     35       2  31205      0.18663    2.7756e-16      0.18663
23633        1   32538644   32652169     74       2  31508      0.47606    2.7756e-16      0.47606
200081       1   32610293   32673886     38       1  31808      0.48516    2.7756e-16      0.48516
79140        1   32631202   32680991     31       1  31800        0.488    2.7756e-16        0.488
55721        1   32636236   32684288     29       1  31797      0.48327    2.7756e-16      0.48327
149069       1   32639695   32691797     34       1  30967      0.49037    2.7756e-16      0.49037
8668         1   32652971   32707205     50       2  31176      0.43585    2.7756e-16      0.43585
56063        1   32670040   32722954     53       2  31214      0.39869    2.7756e-16      0.39869
84734        1   32677818   32724461     47       2  31133      0.37635    2.7756e-16      0.37635
3932         1   32681840   32761766     49       2  31153      0.33089    2.7756e-16      0.33089
3065         1   32722708   32809227      7       2  31742     -0.33488    2.7756e-16     -0.33488
81629        1   32783365   32840098      4       2  27651      -1.8403    2.2204e-16      -1.8403
65108        1   32789430   32836840      4       2  27651      -1.8403    2.2204e-16      -1.8403
100128071    1   32816871   32862844      3       2  31313       -1.613    2.2204e-16       -1.613
55108        1   32820704   32895062      4       2  31167      -1.2686    2.2204e-16      -1.2686
728116       1   32895658   32963460     84       2  31058      0.88867    2.2204e-16      0.88867
653121       1   32969772   33081542    141       7  31143       1.6932    2.2204e-16       1.6932
339487       1   33076421   33151565    111       4  31385        1.295    2.2204e-16        1.295
5928         1   33081749   33161812    118       4  31412       1.1057    2.2204e-16       1.1057
81493        1   33135507   33203361     82       6  31804       1.0749    2.2204e-16       1.0749
57648        1   33172492   33250571     57       5  31786     -0.12569    2.7756e-16     -0.12569
8565         1   33230840   33318633     43       2  31775     -0.60891    2.2204e-16     -0.60891
64766        1   33247368   33334480     46       4  31705     -0.89448    2.2204e-16     -0.89448
3208         1   33316688   33370247     32       5  31695      -1.1725    2.2204e-16      -1.1725
252995       1   33317869   33373093     32       5  31695      -1.1725    2.2204e-16      -1.1725
113452       1   33350196   33402041     38       3  31825      -1.2798    2.2204e-16      -1.2798
127544       1   33392050   33465467     63       4  31822     -0.96795    2.2204e-16     -0.96795
204          1   33463541   33537512     81       6  31108      0.42969    2.7756e-16      0.42969
113451       1   33511711   33596132    121       8  31539      0.87555    2.2204e-16      0.87555
55223        1   33601000   33682671     96       6  31249       1.1428    2.2204e-16       1.1428
149076       1   33686908   33776321     70       9  31492     0.068003    2.6368e-16     0.068003
127550       1   33762367   33821699     64       7  31837     -0.54331    2.2204e-16     -0.54331
1912         1   33779224   33876194     90       9  31801     -0.31012    2.7756e-16     -0.31012
7579         1   33903232   33972105    134      16  31218      -1.2486    2.2204e-16      -1.2486
114784       1   33969609   34666443   1077     103  31689     -0.90752    2.2204e-16     -0.90752
127540       1   34291076   34340392     75       8  31780     -0.37627    2.7756e-16     -0.37627
84970        1   34597624   34694732    240      29  31215     -0.83647    2.2204e-16     -0.83647
2709         1   35185648   35234113    127      24  31739      0.96059    2.2204e-16      0.96059
127534       1   35190342   35239325    127      22  31724      0.95179    2.2204e-16      0.95179
2707         1   35211790   35261967    133      18  31664      0.73354    2.2204e-16      0.73354
2701         1   35223559   35271351    128      16  31643      0.44635    2.7756e-16      0.44635
113444       1   35305963   35360417     20       5  31609     -0.82063    2.2204e-16     -0.82063
58512        1   35321037   35426083     42       6  31772      0.76522    2.2204e-16      0.76522
100506144    1   35437127   35485948     50       2  31844       1.1547    2.2204e-16       1.1547
9204         1   35441766   35532569     90       2  31844       1.1682    2.2204e-16       1.1682
79830        1   35490387   35591460     85       4  31841       1.1359    2.2204e-16       1.1359
6421         1   35631981   35693766    137      10  33582       2.4761    4.4409e-16       2.4761
9202         1   35699444   35897545    200      12  31935       1.5234    2.2204e-16       1.5234
79932        1   35889091   36058037    143       9  31778      0.91607    2.2204e-16      0.91607
23154        1   35988311   36042380     31       4  31770       1.1089    2.2204e-16       1.1089
339488       1   36003971   36070929     74       5  31841       0.6913    2.2204e-16       0.6913
5690         1   36030259   36142445    142       5  29491      0.78814    2.2204e-16      0.78814
127703       1   36169477   36219790     33       3  39805       1.8543    2.2204e-16       1.8543
63967        1   36175819   36270568     73       4  37247        2.023    4.4409e-16        2.023
192670       1   36238231   36333491     54       4  34266       2.3851    4.4409e-16       2.3851
26523        1   36300412   36405211     20       3  31796       2.3194    4.4409e-16       2.3194
192669       1   36361364   36532360     12       2  30828       2.1788    4.4409e-16       2.1788
27285        1   36514676   36563877     42       5  31682      0.75256    2.2204e-16      0.75256
54936        1   36519453   36569533     51       6  31711      0.46267    2.7756e-16      0.46267
1296         1   36550840   36626305    109      11  31769     -0.19295    2.7756e-16     -0.19295
