# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Prenatal_Negative (set)
# _SET1_  NGENES = 1245
# _SET1_  P-VALUE = 0.0115612
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   2901         19   42492468   42609278     33       5  30675      0.54749      0.22769    2.2204e-16      0.54749
_SET1_   2077         19   42741717   42794309     49       2  31523      0.36293      0.27339    2.7756e-16      0.36293
_SET1_   284338       19   42771284   42824973     35       2  31431      0.14106      0.35225    2.7756e-16      0.14106
_SET1_   1954         19   42794730   42892921     80       3  31417      0.98496      0.11109    2.2204e-16      0.98496
_SET1_   79177        19   44065544   44114587     54      11  31802       1.6802     0.022549    2.2204e-16       1.6802
_SET1_   126298       19   44078519   44135287     74      12  31783       2.2123    0.0057132    4.4409e-16       2.2123
_SET1_   10452        19   45359477   45416946    120      16  31736     -0.54379      0.58903    2.2204e-16     -0.54379
_SET1_   6253         19   45978546   46035313    110      15  31417     -0.36966      0.53662    2.7756e-16     -0.36966
_SET1_   80207        19   46021025   46123122    148      26  31722     -0.62341      0.62271    2.2204e-16     -0.62341
_SET1_   808          19   47069512   47124039     75      14  31686     -0.19788      0.45727    2.7756e-16     -0.19788
_SET1_   29888        19   47212768   47285251    118      15  30872     -0.88161      0.74548    2.2204e-16     -0.88161
_SET1_   79147        19   47214303   47271832     84      13  31371     -0.79423      0.69889    2.2204e-16     -0.79423
_SET1_   23211        19   47557444   47652009     46       4  30920       1.7809     0.023732    2.2204e-16       1.7809
_SET1_   56917        19   47896375   47957785     56       8  31589     -0.11315      0.42885    2.6368e-16     -0.11315
_SET1_   6543         19   47921274   48010307     39       4  31752      0.30612      0.27114    2.7756e-16      0.30612
_SET1_   83743        19   48914030   48967164     77      10  31587       1.0838     0.085269    2.2204e-16       1.0838
_SET1_   770          19   49131272   49184451     31       5  30890      0.70274      0.17987    2.2204e-16      0.70274
_SET1_   284358       19   49205999   49257976     50       6  31286     -0.50025      0.59539    2.2204e-16     -0.50025
_SET1_   57030        19   49922655   49980617     29       5  31828      -1.1887       0.8082    2.2204e-16      -1.1887
_SET1_   51070        19   50048725   50118845     98       5  33572      0.43631      0.16949    2.7756e-16      0.43631
_SET1_   126129       19   50159363   50226988     85      14  32067       2.9793   0.00042771    4.4409e-16       2.9793
_SET1_   84335        19   50362290   50416613     82      15  31740    -0.020164      0.38503    2.7062e-16    -0.020164
_SET1_   5424         19   50852531   50931275     94       7  31477       0.0304      0.37795    2.7062e-16       0.0304
_SET1_   284361       19   50944736   50996608     71       8  33134       2.7099    0.0007262    4.4409e-16       2.7099
_SET1_   125893       19   53442632   53501164     70       9  31724     -0.35852      0.52542    2.7756e-16     -0.35852
_SET1_   5582         19   54350467   54420906     21       4  31472   -0.0087606      0.38822    2.6888e-16   -0.0087606
_SET1_   59283        19   54431290   54503469     74      10  31718       1.0315     0.091108    2.2204e-16       1.0315
_SET1_   57348        19   54891605   54957899    173      24  30766       1.6597     0.030222    2.2204e-16       1.6597
_SET1_   84446        19   55758440   55833930    107      13  31740      0.68026       0.1582    2.2204e-16      0.68026
_SET1_   27338        19   55902650   55954325     47       6  31760      0.40255      0.23886    2.7756e-16      0.40255
_SET1_   89887        19   55952699   56005854     12       3  31665     -0.94836      0.73186    2.2204e-16     -0.94836
_SET1_   163033       19   56078891   56127211     56       4  31272       0.1353      0.35394    2.7756e-16       0.1353
_SET1_   84922        19   56092737   56145893     61       6  31319     0.052465      0.38085    2.7062e-16     0.052465
_SET1_   147808       19   56122107   56170941     40       5  31804      0.15027      0.32646    2.7756e-16      0.15027
_SET1_   84878        19   59014897   59066845     30       6  31719   -0.0047791      0.38065    2.6975e-16   -0.0047791
_SET1_   9040         19   59057079   59105343     46       6  31655      0.60088      0.18446    2.2204e-16      0.60088
_SET1_   80023        20     291789     345512     20       3  31788     -0.42136      0.54127    2.7756e-16     -0.42136
_SET1_   5786         20    2809841    3029316    375      17  31620       1.3995     0.033957    2.2204e-16       1.3995
_SET1_   55317        20    3766171    3815954     40       5  31667      -1.3242      0.85119    2.2204e-16      -1.3242
_SET1_   80025        20    3834486    3914538     88       8  31836       1.0143     0.092201    2.2204e-16       1.0143
_SET1_   5111         20    5085599    5142268     10       3  28740      0.60488      0.26402    2.2204e-16      0.60488
_SET1_   128674       20    5271711    5332378    275      15  31818       1.3385     0.042665    2.2204e-16       1.3385
_SET1_   84515        20    5896298    5985852    177      15  31844      -1.1275      0.78342    2.2204e-16      -1.1275
_SET1_   23236        20    8077912    8875547   1268     119  31757      0.10696        0.172    2.6368e-16      0.10696
_SET1_   24141        20    9460005    9521171     77       9  31768     -0.62277      0.62135    2.2204e-16     -0.62277
_SET1_   57144        20    9508037    9854687    557      60  31694     -0.42763      0.48909    2.7756e-16     -0.42763
_SET1_   8195         20   10375428   10449887     96       2  31844      -1.3007      0.84672    2.2204e-16      -1.3007
_SET1_   5126         20   17171752   17475223    397      43  31806    -0.043637      0.35362    2.7062e-16    -0.043637
_SET1_   10483        20   18453188   18552059    270      11  28280         1.67      0.04528    2.2204e-16         1.67
_SET1_   9837         20   25353323   25439191    103       3  31844     -0.30005      0.49857    2.7756e-16     -0.30005
_SET1_   22974        20   30291904   30399605      9       4  29737       1.2694     0.084045    2.2204e-16       1.2694
_SET1_   343702       20   30520805   30596256     43       5  31650      -1.2245      0.82303    2.2204e-16      -1.2245
_SET1_   149951       20   31280493   31366814    107       4  31700      0.31898      0.27719    2.7756e-16      0.31898
_SET1_   22919        20   31372699   31448211     40       3  31788      0.35325      0.26334    2.7756e-16      0.35325
_SET1_   63941        20   32234893   32297264     34       5  31811     -0.19155      0.45054    2.7756e-16     -0.19155
_SET1_   1869         20   32253292   32309210     16       3  31844     0.011902      0.36589    2.6888e-16     0.011902
_SET1_   128866       20   32364110   32452173     40       4  31725       0.5253      0.20722    2.2204e-16       0.5253
_SET1_   191          20   32858071   32934608     33       4  31480      0.15006      0.33806    2.7756e-16      0.15006
_SET1_   84557        20   33099688   33158149     56       6  31173     -0.34217       0.5442    2.7756e-16     -0.34217
_SET1_   25980        20   34789339   34854863     14       3  31696      0.20689       0.2983    2.7756e-16      0.20689
_SET1_   22839        20   34960444   35167040     84       8  31729      -1.3289      0.84982    2.2204e-16      -1.3289
_SET1_   79980        20   35370194   35437578     12       4  28477       1.1055      0.13311    2.2204e-16       1.1055
_SET1_   23051        20   39797089   39963766    187      13  31424     0.051013      0.35951    2.7062e-16     0.051013
_SET1_   64900        20   39934495   39999222    100      13  30999      0.63861      0.19261    2.2204e-16      0.63861
_SET1_   90187        20   39978606   40030498     88      14  31194      0.94762      0.11625    2.2204e-16      0.94762
_SET1_   7529         20   43479240   43547173    135       6  31430       1.1056       0.0831    2.2204e-16       1.1056
_SET1_   80336        20   43503701   43597585    158      14  31322       1.4202     0.044352    2.2204e-16       1.4202
_SET1_   10953        20   43560771   43624114     72      11  30976       1.2216     0.074339    2.2204e-16       1.2216
_SET1_   90204        20   44474581   44523905    117      11  30918      -2.2327      0.97789    4.4409e-16      -2.2327
_SET1_   57727        20   44679624   44753580    102      11  31661      -1.2999      0.84096    2.2204e-16      -1.2999
_SET1_   112858       20   45303004   45353301     47       5  28738      -1.7752      0.96333    2.2204e-16      -1.7752
_SET1_   81031        20   45303279   45374986    102       9  26913     -0.87208      0.85019    2.2204e-16     -0.87208
_SET1_   1434         20   47627783   47723497    194      13  31711     -0.62699      0.61145    2.2204e-16     -0.62699
_SET1_   55653        20   49376467   49503714    315      38  30662      0.97643       0.1081    2.2204e-16      0.97643
_SET1_   23394        20   49495585   49582527    131      11  31619     -0.58287      0.60678    2.2204e-16     -0.58287
_SET1_   3755         20   49610193   49674675     61      10  31553     -0.92851      0.73909    2.2204e-16     -0.92851
_SET1_   5203         20   52789502   52846492    133      17  31608     -0.87965        0.719    2.2204e-16     -0.87965
_SET1_   7022         20   55169358   55224339     54       9  31800     -0.29849      0.49307    2.7756e-16     -0.29849
_SET1_   655          20   55733809   55876707    231      17  31082       1.0539     0.089934    2.2204e-16       1.0539
_SET1_   9217         20   56929175   57036157    106       9  31576      0.64387      0.17648    2.2204e-16      0.64387
_SET1_   5509         20   58501887   58550352     31       2  30400      0.82479      0.17422    2.2204e-16      0.82479
_SET1_   128408       20   61627331   61673387    122       5  31842       1.1307     0.074476    2.2204e-16       1.1307
_SET1_   3785         20   62021561   62138993    321      27  31771      0.56165      0.16922    2.2204e-16      0.56165
_SET1_   79144        20   62116426   62163524    159      17  31831     -0.11134      0.40773    2.6368e-16     -0.11134
_SET1_   50861        20   62261058   62319963     95       8  31784       2.5983     0.001791    4.4409e-16       2.5983
_SET1_   56731        20   62336211   62385403     88       3  31563       2.8692   0.00091116    4.4409e-16       2.8692
_SET1_   140685       20   62365021   62498731    336      11  31758       1.7889     0.014209    2.2204e-16       1.7889
_SET1_   57473        20   62578057   62636223     47       2  31017      -1.4151      0.89612    2.2204e-16      -1.4151
_SET1_   4685         21   22335633   22923892   1221      64  31509     -0.88027      0.51013    2.2204e-16     -0.88027
_SET1_   2897         21   30899254   31347282    529      55  31445      0.88368     0.094494    2.2204e-16      0.88368
_SET1_   8566         21   45103978   45192188     44       7  30151     -0.43143      0.61767    2.7756e-16     -0.43143
_SET1_   5822         21   45492208   45561063    115       5  31502     -0.34317      0.52799    2.7756e-16     -0.34317
_SET1_   7226         21   45735046   45872964     84      12  30933     -0.43985      0.58429    2.7756e-16     -0.43985
_SET1_   755          21   45738827   45794285     40       4  31277     -0.12919      0.45506    2.7756e-16     -0.12919
_SET1_   6612         21   46215532   46273044     34       7  31240     -0.42962      0.56659    2.7756e-16     -0.42962
_SET1_   27439        22   17587189   17637257    111      17  31455      0.72199      0.15703    2.2204e-16      0.72199
_SET1_   83733        22   18008030   18083651     85      15  30481     -0.48914       0.6214    2.7756e-16     -0.48914
_SET1_   11274        22   18597758   18670164    100      13  31374       -1.724      0.92668    2.2204e-16       -1.724
_SET1_   9993         22   19013795   19144967    320      14  31524     -0.97778      0.72388    2.2204e-16     -0.97778
_SET1_   6576         22   19153088   19201338    131      13  31276     -0.39022      0.54551    2.7756e-16     -0.39022
_SET1_   7290         22   19308221   19454247    197      14  31177      -1.2999      0.84406    2.2204e-16      -1.2999
_SET1_   8318         22   19431984   19518135     89      12  30903     -0.96287      0.76963    2.2204e-16     -0.96287
_SET1_   5413         22   19666987   19720845     59       9  31444      0.49607       0.2205    2.7756e-16      0.49607
_SET1_   10587        22   19853040   19964359    290      29  31624       1.1959     0.058969    2.2204e-16       1.1959
_SET1_   5902         22   20068461   20124880     97       6  31715       1.0559      0.08649    2.2204e-16       1.0559
_SET1_   29801        22   20084364   20145530    106       6  31715       1.0972     0.079881    2.2204e-16       1.0972
_SET1_   65078        22   20218938   20290816     48       9  31487      0.03651      0.37192    2.7062e-16      0.03651
_SET1_   85359        22   20291761   20342628      8       1  31734      0.70758      0.15266    2.2204e-16      0.70758
_SET1_   7332         22   21868736   21988323    105       4  31825      -3.1677      0.99804    4.4409e-16      -3.1677
_SET1_   29799        22   22041825   22125071    109      17  32013       1.1182     0.071511    2.2204e-16       1.1182
_SET1_   5594         22   22103946   22256970    257      16  31653      0.17705      0.29283    2.7756e-16      0.17705
_SET1_   6634         22   24916618   24980932     42       5  30885     -0.18146      0.48756    2.7756e-16     -0.18146
_SET1_   23544        22   26530440   26789563    561      49  30632     -0.59843      0.58766    2.2204e-16     -0.59843
_SET1_   57168        22   26790280   26850978    109      15  31694      0.20754      0.30305    2.7756e-16      0.20754
_SET1_   84133        22   29244755   29463476    205      24  31051     -0.51583      0.59951    2.2204e-16     -0.51583
_SET1_   10291        22   30717977   30787931    147       9  31508     -0.67678      0.64631    2.2204e-16     -0.67678
_SET1_   7533         22   32305479   32363590    104      16  31562     -0.57558      0.60858    2.2204e-16     -0.57558
_SET1_   25828        22   36853083   36913072    148       9  31835      0.86997      0.11284    2.2204e-16      0.86997
_SET1_   80020        22   36873233   36938148     84       6  31831       1.0585     0.084385    2.2204e-16       1.0585
_SET1_   57026        22   38019737   38072939     51       4  31822      0.31634      0.26859    2.7756e-16      0.31634
_SET1_   9463         22   38418262   38481708     62      11  31620     -0.34792      0.52051    2.7756e-16     -0.34792
_SET1_   1454         22   38676697   38749089     35       7  31572     -0.35844      0.52218    2.7756e-16     -0.35844
_SET1_   3761         22   38812332   38886205     45       7  31747       1.0633     0.084577    2.2204e-16       1.0633
_SET1_   9929         22   39071548   39132423     96       6  31216      0.12008      0.36115    2.6368e-16      0.12008
_SET1_   23467        22   39204456   39275017     73       8  31777      0.32277      0.26136    2.7756e-16      0.32277
_SET1_   54471        22   39863197   39924139     30       3  31748     -0.81984      0.69763    2.2204e-16     -0.81984
_SET1_   468          22   39881569   39928691     28       3  31773     -0.66876      0.64083    2.2204e-16     -0.66876
_SET1_   91582        22   39915098   39963860     72       9  32082      -1.2376        0.812    2.2204e-16      -1.2376
_SET1_   5905         22   41630781   41717255    110      10  35490     -0.70382      0.47173    2.2204e-16     -0.70382
_SET1_   7008         22   41728337   41805332    120       9  31595     -0.53142      0.59355    2.2204e-16     -0.53142
_SET1_   10766        22   41819492   41879234     30       3  31297     -0.80206      0.71622    2.2204e-16     -0.80206
_SET1_   79879        22   42161636   42238175    116       9  31754     -0.47822      0.56271    2.7756e-16     -0.47822
_SET1_   79019        22   42324531   42378155     93       7  36596      -1.8542       0.8253    2.2204e-16      -1.8542
_SET1_   55964        22   42337855   42404225    117       7  38326        -2.12      0.83022    4.4409e-16        -2.12
_SET1_   150368       22   42435255   42485445     56       4  43669     -0.52871      0.29174    2.2204e-16     -0.52871
_SET1_   27341        22   42894341   42950829      9       2  30834      -1.2907      0.85406    2.2204e-16      -1.2907
_SET1_   25814        22   46032678   46251187    289      12  31693      -1.6351      0.89345    2.2204e-16      -1.6351
_SET1_   51512        22   46657638   46739596      1       1  30665      0.93198       0.1147    2.2204e-16      0.93198
_SET1_   9620         22   46746731   46968067    290      30  31662     -0.72186      0.63973    2.2204e-16     -0.72186
_SET1_   23209        22   50487820   50559358    256      10  31736       2.5486    0.0017258    4.4409e-16       2.5486
_SET1_   29781        22   50911645   50973209     71      13  27260     -0.13671      0.60532    2.7756e-16     -0.13671
